idx_id_wdw_csv,idx_interp_spl_csv,K_med_err_csv
187,251,0.1377858
190,251,0.1502234
193,251,0.1584182
196,251,0.1533101
199,251,0.1272845
202,251,0.1216646
205,251,0.1225187
208,251,0.1241191
211,251,0.1114482
214,251,0.1105989
217,251,0.1135679
220,251,0.1041798
223,251,0.09517507
226,251,0.08927732
229,251,0.08673592
232,251,0.08463299
235,251,0.09854551
238,251,0.09702988
241,251,0.08033011
244,251,0.08065099
247,251,0.08915155
250,251,0.09323665
253,251,0.09404314
256,251,0.09404314
259,251,0.09404314
262,251,0.09404314
265,251,0.09404314
268,251,0.09404314
271,251,0.09404314
274,251,0.09404314
277,251,0.09404314
280,251,0.09404314
283,251,0.09404314
286,251,0.09404314
289,251,0.09404314
292,251,0.09404314
295,251,0.09404314
298,251,0.09404314
100,254,0.06644102
103,254,0.01931828
106,254,0.02521177
109,254,0.06890139
112,254,0.07375761
115,254,0.02708631
118,254,0.01791949
121,254,0.05926732
124,254,0.07765623
127,254,0.09664432
130,254,0.06747611
133,254,0.08303136
136,254,0.1039786
139,254,0.1327669
142,254,0.1535629
145,254,0.1719082
148,254,0.146408
151,254,0.1344519
154,254,0.1318993
157,254,0.1263057
160,254,0.1312929
163,254,0.1496849
166,254,0.1279963
169,254,0.1279615
172,254,0.1446386
175,254,0.1349008
178,254,0.149279
181,254,0.1371558
184,254,0.1519042
187,254,0.1522805
190,254,0.1453297
193,254,0.1390986
196,254,0.1178094
199,254,0.1127699
202,254,0.1077881
205,254,0.1280467
208,254,0.1281583
211,254,0.09676192
214,254,0.08143256
217,254,0.08873569
220,254,0.07921862
223,254,0.08484791
226,254,0.09563632
229,254,0.06472909
232,254,0.086092
235,254,0.08684191
238,254,0.05615027
241,254,0.05159934
244,254,0.05293492
247,254,0.05327868
250,254,0.05332391
253,254,0.05333764
256,254,0.05334451
259,254,0.05334451
262,254,0.05334451
265,254,0.05334451
268,254,0.05334451
271,254,0.05334451
274,254,0.05334451
277,254,0.05334451
280,254,0.05334451
283,254,0.05334451
286,254,0.05334451
289,254,0.05334451
292,254,0.05334451
295,254,0.05334451
298,254,0.05334451
100,257,0.1214526
103,257,0.1089777
106,257,0.00694155
109,257,0.06137663
112,257,0.07211609
115,257,0.01698151
118,257,0.08864561
121,257,0.071041
124,257,0.08232792
127,257,0.1158454
130,257,0.128813
133,257,0.08956975
136,257,0.09174494
139,257,0.1184651
142,257,0.1376526
145,257,0.1448202
148,257,0.1358047
151,257,0.09623304
154,257,0.1056596
157,257,0.1050297
160,257,0.08979138
163,257,0.1240064
166,257,0.1315201
169,257,0.1425682
172,257,0.1508808
175,257,0.1139847
178,257,0.1560843
181,257,0.1490948
184,257,0.1528294
187,257,0.1532538
190,257,0.1543371
193,257,0.1444747
196,257,0.1293079
199,257,0.1108185
202,257,0.1144112
205,257,0.122276
208,257,0.09671075
211,257,0.09281196
214,257,0.0681888
217,257,0.1216772
220,257,0.1281335
223,257,0.1066307
226,257,0.08761373
229,257,0.07964139
232,257,0.1128174
235,257,0.1124967
238,257,0.1084784
241,257,0.06540636
244,257,0.06693148
247,257,0.06030633
250,257,0.06096769
253,257,0.06748068
256,257,0.09502416
259,257,0.1056059
262,257,0.1056059
265,257,0.1056059
268,257,0.1056059
271,257,0.1056059
274,257,0.1056059
277,257,0.1056059
280,257,0.1056059
283,257,0.1056059
286,257,0.1056059
289,257,0.1056059
292,257,0.1056059
295,257,0.1056059
298,257,0.1056059
100,260,0.06630358
103,260,0.01707982
106,260,0.01205466
109,260,0.05902318
112,260,0.06268103
115,260,0.0128067
118,260,0.06009183
121,260,0.06040214
124,260,0.09926633
127,260,0.1142174
130,260,0.110451
133,260,0.1040738
136,260,0.1086741
139,260,0.1253221
142,260,0.1548072
145,260,0.1743104
148,260,0.1484395
151,260,0.10415
154,260,0.1138621
157,260,0.1089759
160,260,0.09484122
163,260,0.1120289
166,260,0.1089029
169,260,0.1536428
172,260,0.1594409
175,260,0.1532246
178,260,0.1699029
181,260,0.1747656
184,260,0.1710341
187,260,0.1658386
190,260,0.1672165
193,260,0.158296
196,260,0.1541047
199,260,0.162092
202,260,0.1656445
205,260,0.163972
208,260,0.1483076
211,260,0.1689208
214,260,0.1588132
217,260,0.1698312
220,260,0.1523504
223,260,0.1653797
226,260,0.1482075
229,260,0.1468225
232,260,0.1427127
235,260,0.151944
238,260,0.1251487
241,260,0.1003168
244,260,0.1057299
247,260,0.1227887
250,260,0.1008078
253,260,0.1225322
256,260,0.1200259
259,260,0.1227305
262,260,0.1322486
265,260,0.1322486
268,260,0.1322486
271,260,0.1322486
274,260,0.1322486
277,260,0.1322486
280,260,0.1322486
283,260,0.1322486
286,260,0.1322486
289,260,0.1322486
292,260,0.1322486
295,260,0.1322486
298,260,0.1322486
100,263,0.03418045
103,263,0.04237279
106,263,0.03351048
109,263,0.01480996
112,263,0.0807227
115,263,0.00948083
118,263,0.0311942
121,263,0.03084041
124,263,0.08014439
127,263,0.104973
130,263,0.1101533
133,263,0.08602022
136,263,0.1073759
139,263,0.150618
142,263,0.1849829
145,263,0.1922194
148,263,0.2055795
151,263,0.1272051
154,263,0.1267508
157,263,0.1355754
160,263,0.1457437
163,263,0.16558
166,263,0.1855093
169,263,0.1819755
172,263,0.1856855
175,263,0.1844952
178,263,0.1911292
181,263,0.1920513
184,263,0.2061157
187,263,0.1993825
190,263,0.2029768
193,263,0.1690201
196,263,0.180671
199,263,0.1907064
202,263,0.1991053
205,263,0.1988735
208,263,0.1533161
211,263,0.1439275
214,263,0.1107484
217,263,0.1301389
220,263,0.1130223
223,263,0.1295985
226,263,0.1141756
229,263,0.1149645
232,263,0.1167303
235,263,0.1303104
238,263,0.1110688
241,263,0.1139723
244,263,0.1161389
247,263,0.1169238
250,263,0.05868225
253,263,0.08212847
256,263,0.1171688
259,263,0.1173366
262,263,0.1175207
265,263,0.1175905
268,263,0.1175905
271,263,0.1175905
274,263,0.1175905
277,263,0.1175905
280,263,0.1175905
283,263,0.1175905
286,263,0.1175905
289,263,0.1175905
292,263,0.1175905
295,263,0.1175905
298,263,0.1175905
100,266,0.05327225
103,266,0.01450947
106,266,0.09362607
109,266,0.1436911
112,266,0.1250292
115,266,0.03655232
118,266,0.006144169
121,266,0.01973942
124,266,0.03837749
127,266,0.0828246
130,266,0.08831318
133,266,0.07437951
136,266,0.1165579
139,266,0.1337124
142,266,0.1550896
145,266,0.190394
148,266,0.1650001
151,266,0.1278448
154,266,0.1376394
157,266,0.1101306
160,266,0.1084503
163,266,0.1338229
166,266,0.1362903
169,266,0.1252631
172,266,0.1266498
175,266,0.1625319
178,266,0.1801829
181,266,0.1829557
184,266,0.1767958
187,266,0.1626046
190,266,0.1927869
193,266,0.1790264
196,266,0.1901628
199,266,0.164551
202,266,0.1354052
205,266,0.1258153
208,266,0.1284085
211,266,0.09546204
214,266,0.07322867
217,266,0.1042324
220,266,0.09341621
223,266,0.0847605
226,266,0.07656708
229,266,0.07415532
232,266,0.08152618
235,266,0.08018919
238,266,0.07712293
241,266,0.07195619
244,266,0.06924199
247,266,0.04720296
250,266,0.03676692
253,266,0.03700093
256,266,0.05329328
259,266,0.04586247
262,266,0.04918256
265,266,0.05381786
268,266,0.05543355
271,266,0.05543355
274,266,0.05543355
277,266,0.05543355
280,266,0.05543355
283,266,0.05543355
286,266,0.05543355
289,266,0.05543355
292,266,0.05543355
295,266,0.05543355
298,266,0.05543355
100,269,0.08506001
103,269,0.02899322
106,269,0.03250394
109,269,0.1431976
112,269,0.09957471
115,269,0.02678844
118,269,0.01145194
121,269,0.02372437
124,269,0.02083119
127,269,0.04533702
130,269,0.06230142
133,269,0.06247962
136,269,0.04040364
139,269,0.1073992
142,269,0.1721545
145,269,0.1556584
148,269,0.1667268
151,269,0.1249773
154,269,0.1459896
157,269,0.1040345
160,269,0.03444454
163,269,0.129426
166,269,0.08404574
169,269,0.1317855
172,269,0.1144951
175,269,0.1484826
178,269,0.1647023
181,269,0.1550756
184,269,0.1701688
187,269,0.1875934
190,269,0.1773973
193,269,0.1579349
196,269,0.1488981
199,269,0.1496807
202,269,0.1324207
205,269,0.1020729
208,269,0.09437747
211,269,0.08919302
214,269,0.07039457
217,269,0.09100418
220,269,0.09207486
223,269,0.07911279
226,269,0.07073419
229,269,0.07012057
232,269,0.07572828
235,269,0.09404656
238,269,0.09119208
241,269,0.08846305
244,269,0.04964621
247,269,0.04108483
250,269,0.01424005
253,269,0.01363373
256,269,0.04717887
259,269,0.03260029
262,269,0.04116789
265,269,0.06666728
268,269,0.06702772
271,269,0.06704494
274,269,0.06704494
277,269,0.06704494
280,269,0.06704494
283,269,0.06704494
286,269,0.06704494
289,269,0.06704494
292,269,0.06704494
295,269,0.06704494
298,269,0.06704494
100,272,0.08901645
103,272,0.08550818
106,272,0.001858521
109,272,0.03827449
112,272,0.07599454
115,272,0.03383811
118,272,0.01714347
121,272,0.04327687
124,272,0.06280812
127,272,0.06314403
130,272,0.09014048
133,272,0.08911122
136,272,0.1250725
139,272,0.169643
142,272,0.1810743
145,272,0.1570657
148,272,0.2001549
151,272,0.1585687
154,272,0.1547075
157,272,0.1489686
160,272,0.04791293
163,272,0.1392317
166,272,0.09654994
169,272,0.1791005
172,272,0.1574787
175,272,0.177778
178,272,0.1970815
181,272,0.1809112
184,272,0.1927931
187,272,0.2065885
190,272,0.2129893
193,272,0.153457
196,272,0.1559608
199,272,0.1197445
202,272,0.1141507
205,272,0.1317174
208,272,0.0741915
211,272,0.0736133
214,272,0.04100996
217,272,0.08532976
220,272,0.05784029
223,272,0.07893034
226,272,0.1102283
229,272,0.1117186
232,272,0.1157042
235,272,0.1124229
238,272,0.1067212
241,272,0.105037
244,272,0.05448598
247,272,0.07783563
250,272,0.06829681
253,272,0.08569227
256,272,0.08050657
259,272,0.07121027
262,272,0.0650396
265,272,0.0649947
268,272,0.06835818
271,272,0.06984133
274,272,0.06985179
277,272,0.06985179
280,272,0.06985179
283,272,0.06985179
286,272,0.06985179
289,272,0.06985179
292,272,0.06985179
295,272,0.06985179
298,272,0.06985179
100,275,0.04637953
103,275,0.03694262
106,275,0.01775349
109,275,0.03326307
112,275,0.009712764
115,275,0.003770665
118,275,0.06792657
121,275,0.06193924
124,275,0.08181316
127,275,0.07232219
130,275,0.09404673
133,275,0.1173109
136,275,0.1238223
139,275,0.1364606
142,275,0.1566725
145,275,0.1780366
148,275,0.1876489
151,275,0.1577659
154,275,0.1498134
157,275,0.1556189
160,275,0.06755142
163,275,0.1219906
166,275,0.1262299
169,275,0.1529396
172,275,0.1514227
175,275,0.1709244
178,275,0.1861652
181,275,0.1675852
184,275,0.1845858
187,275,0.1881867
190,275,0.1816601
193,275,0.1467812
196,275,0.1432919
199,275,0.1321729
202,275,0.1668828
205,275,0.1686209
208,275,0.1306694
211,275,0.1655012
214,275,0.1005233
217,275,0.1233366
220,275,0.1129013
223,275,0.1429274
226,275,0.1553335
229,275,0.1709557
232,275,0.1746701
235,275,0.173241
238,275,0.1505085
241,275,0.1226318
244,275,0.1158476
247,275,0.1220473
250,275,0.1101281
253,275,0.1214284
256,275,0.1202622
259,275,0.1488954
262,275,0.1479042
265,275,0.1195877
268,275,0.1184098
271,275,0.1142845
274,275,0.1162305
277,275,0.1142908
280,275,0.1142908
283,275,0.1142908
286,275,0.1142908
289,275,0.1142908
292,275,0.1142908
295,275,0.1142908
298,275,0.1142908
100,278,0.1311096
103,278,0.07366028
106,278,0.02298715
109,278,0.04441899
112,278,0.003893062
115,278,0.07367434
118,278,0.131231
121,278,0.114054
124,278,0.1251825
127,278,0.1005245
130,278,0.1256803
133,278,0.1279287
136,278,0.1314329
139,278,0.1340226
142,278,0.1568625
145,278,0.1576406
148,278,0.1407876
151,278,0.1318924
154,278,0.1466546
157,278,0.1417945
160,278,0.1226513
163,278,0.1288787
166,278,0.1321116
169,278,0.1712501
172,278,0.1220316
175,278,0.1014547
178,278,0.1397661
181,278,0.1300474
184,278,0.1410863
187,278,0.1344586
190,278,0.1266879
193,278,0.1173609
196,278,0.1243128
199,278,0.1167694
202,278,0.1209647
205,278,0.1243757
208,278,0.1015384
211,278,0.1050119
214,278,0.06156998
217,278,0.09012206
220,278,0.08088695
223,278,0.08189185
226,278,0.0791347
229,278,0.08390601
232,278,0.1040793
235,278,0.09003274
238,278,0.09264646
241,278,0.1130589
244,278,0.09129906
247,278,0.08832768
250,278,0.08479156
253,278,0.08620425
256,278,0.08624502
259,278,0.1014487
262,278,0.1000668
265,278,0.07442137
268,278,0.08965067
271,278,0.07486975
274,278,0.07555869
277,278,0.07591618
280,278,0.07595225
283,278,0.07595225
286,278,0.07595225
289,278,0.07595225
292,278,0.07595225
295,278,0.07595225
298,278,0.07595225
100,281,0.05953031
103,281,0.03691221
106,281,0.04479719
109,281,0.06178949
112,281,0.02203489
115,281,0.03190961
118,281,0.09196319
121,281,0.07746179
124,281,0.11537
127,281,0.08718158
130,281,0.1127329
133,281,0.1087436
136,281,0.0958453
139,281,0.106764
142,281,0.1226342
145,281,0.1324499
148,281,0.1236147
151,281,0.1010433
154,281,0.1016193
157,281,0.1091043
160,281,0.09231333
163,281,0.1119977
166,281,0.1326793
169,281,0.1395654
172,281,0.1155956
175,281,0.1160115
178,281,0.1364594
181,281,0.1375773
184,281,0.1364208
187,281,0.1395342
190,281,0.1330255
193,281,0.128997
196,281,0.1129568
199,281,0.1179884
202,281,0.1192638
205,281,0.1165543
208,281,0.128608
211,281,0.1196855
214,281,0.07844827
217,281,0.05720389
220,281,0.08332465
223,281,0.06824722
226,281,0.05962982
229,281,0.05413731
232,281,0.06873823
235,281,0.05893348
238,281,0.06444124
241,281,0.06532266
244,281,0.06489193
247,281,0.06585497
250,281,0.04990943
253,281,0.05078223
256,281,0.05070354
259,281,0.05334255
262,281,0.04950496
265,281,0.03876048
268,281,0.03924942
271,281,0.0188094
274,281,0.03871623
277,281,0.04892295
280,281,0.04985373
283,281,0.04995477
286,281,0.04995477
289,281,0.04995477
292,281,0.04995477
295,281,0.04995477
298,281,0.04995477
100,284,0.03208585
103,284,0.003106907
106,284,0.05652313
109,284,0.08952659
112,284,0.03804703
115,284,0.01961081
118,284,0.09380957
121,284,0.07100056
124,284,0.1143235
127,284,0.08684714
130,284,0.1108519
133,284,0.112301
136,284,0.1081165
139,284,0.1229422
142,284,0.1270097
145,284,0.1390129
148,284,0.1199415
151,284,0.06559198
154,284,0.1179228
157,284,0.1432895
160,284,0.08500007
163,284,0.1259223
166,284,0.1147575
169,284,0.1516799
172,284,0.1767247
175,284,0.1515096
178,284,0.1761339
181,284,0.1839864
184,284,0.1451841
187,284,0.1860915
190,284,0.185874
193,284,0.1759335
196,284,0.1566584
199,284,0.07778059
202,284,0.1458381
205,284,0.1325548
208,284,0.09111623
211,284,0.06711491
214,284,0.03888114
217,284,0.05758482
220,284,0.07585973
223,284,0.07305112
226,284,0.06813572
229,284,0.07660402
232,284,0.1122779
235,284,0.137795
238,284,0.1399121
241,284,0.1429632
244,284,0.1350594
247,284,0.1342361
250,284,0.07177364
253,284,0.1330866
256,284,0.1380354
259,284,0.1391199
262,284,0.1332867
265,284,0.04455381
268,284,0.03481293
271,284,0.03012728
274,284,0.0315676
277,284,0.06643622
280,284,0.0664432
283,284,0.0772498
286,284,0.06645017
289,284,0.06645017
292,284,0.06645017
295,284,0.06645017
298,284,0.06645017
100,287,0.004901777
103,287,0.02770135
106,287,0.04456744
109,287,0.06702597
112,287,0.03507592
115,287,0.0414893
118,287,0.1068835
121,287,0.08116335
124,287,0.105454
127,287,0.1117568
130,287,0.1021912
133,287,0.08888686
136,287,0.08771384
139,287,0.09695255
142,287,0.1206884
145,287,0.1318195
148,287,0.1453033
151,287,0.03942086
154,287,0.09218767
157,287,0.1269578
160,287,0.1034756
163,287,0.1444505
166,287,0.1144701
169,287,0.150578
172,287,0.1358851
175,287,0.1305574
178,287,0.1647878
181,287,0.1775501
184,287,0.1431762
187,287,0.1652706
190,287,0.1508477
193,287,0.1424066
196,287,0.1319554
199,287,0.08666763
202,287,0.1342008
205,287,0.1567661
208,287,0.1265689
211,287,0.06824134
214,287,0.06587165
217,287,0.06862706
220,287,0.07290562
223,287,0.0895758
226,287,0.07659105
229,287,0.1302792
232,287,0.1343748
235,287,0.12175
238,287,0.07167915
241,287,0.07155827
244,287,0.05663169
247,287,0.07204404
250,287,0.07193168
253,287,0.112364
256,287,0.07109091
259,287,0.06856635
262,287,0.05986731
265,287,0.0450616
268,287,0.02983671
271,287,0.03558252
274,287,0.01484604
277,287,0.121931
280,287,0.04943226
283,287,0.05969511
286,287,0.0597059
289,287,0.05970895
292,287,0.05970895
295,287,0.05970895
298,287,0.05970895
100,290,0.04105094
103,290,0.03820604
106,290,0.004140908
109,290,0.02993654
112,290,0.04268744
115,290,0.09692448
118,290,0.1059885
121,290,0.09090892
124,290,0.1376309
127,290,0.126478
130,290,0.09555075
133,290,0.1219024
136,290,0.1388296
139,290,0.1787588
142,290,0.1618473
145,290,0.1641469
148,290,0.1720223
151,290,0.1295447
154,290,0.1564577
157,290,0.1778641
160,290,0.1713763
163,290,0.1712679
166,290,0.1477301
169,290,0.1633761
172,290,0.1724532
175,290,0.1941935
178,290,0.1978178
181,290,0.2066808
184,290,0.2034758
187,290,0.1892217
190,290,0.1852956
193,290,0.141745
196,290,0.1564479
199,290,0.1416289
202,290,0.1437536
205,290,0.1443975
208,290,0.09546395
211,290,0.09032233
214,290,0.05199073
217,290,0.08125327
220,290,0.08342198
223,290,0.1307854
226,290,0.09963281
229,290,0.09303104
232,290,0.1229602
235,290,0.1267952
238,290,0.1257955
241,290,0.132613
244,290,0.1207033
247,290,0.1202577
250,290,0.1199963
253,290,0.1159457
256,290,0.08031496
259,290,0.1148692
262,290,0.1114087
265,290,0.08393238
268,290,0.0903862
271,290,0.04562705
274,290,0.04580111
277,290,0.06317095
280,290,0.05031738
283,290,0.06353389
286,290,0.06857496
289,290,0.07940358
292,290,0.06357215
295,290,0.06357215
298,290,0.06357215
100,293,0.01392659
103,293,0.1286025
106,293,0.03244313
109,293,0.002673231
112,293,0.03340923
115,293,0.06750172
118,293,0.1235159
121,293,0.09166658
124,293,0.0998921
127,293,0.09169949
130,293,0.1019436
133,293,0.1081791
136,293,0.1221124
139,293,0.1228293
142,293,0.1620423
145,293,0.155886
148,293,0.1551675
151,293,0.11272
154,293,0.1700099
157,293,0.1915686
160,293,0.1519491
163,293,0.1820387
166,293,0.1661089
169,293,0.1748866
172,293,0.1621294
175,293,0.1930786
178,293,0.182729
181,293,0.1826384
184,293,0.1791168
187,293,0.1821952
190,293,0.1967035
193,293,0.1820804
196,293,0.1831239
199,293,0.1850387
202,293,0.1712762
205,293,0.1602223
208,293,0.1797752
211,293,0.1840423
214,293,0.183209
217,293,0.189181
220,293,0.1855351
223,293,0.1900653
226,293,0.1906874
229,293,0.1836237
232,293,0.1842794
235,293,0.1881711
238,293,0.182705
241,293,0.1901399
244,293,0.1764803
247,293,0.1640819
250,293,0.07935093
253,293,0.07525613
256,293,0.1472669
259,293,0.1716678
262,293,0.1636377
265,293,0.1356365
268,293,0.1528225
271,293,0.03710687
274,293,0.03722436
277,293,0.07954527
280,293,0.07943431
283,293,0.0782292
286,293,0.07661591
289,293,0.07663792
292,293,0.08747406
295,293,0.09018663
298,293,0.09018663
100,296,0.01881256
103,296,0.08669755
106,296,0.007416207
109,296,0.01581944
112,296,0.05738373
115,296,0.06664407
118,296,0.1035862
121,296,0.1071502
124,296,0.1255255
127,296,0.1296649
130,296,0.1323505
133,296,0.1435133
136,296,0.1330975
139,296,0.151351
142,296,0.1677504
145,296,0.1687277
148,296,0.1717234
151,296,0.1932289
154,296,0.1934979
157,296,0.1987865
160,296,0.1468954
163,296,0.1541955
166,296,0.1824729
169,296,0.1981288
172,296,0.2120466
175,296,0.2184109
178,296,0.2212968
181,296,0.2008418
184,296,0.1695168
187,296,0.1738234
190,296,0.2197134
193,296,0.2112355
196,296,0.1759623
199,296,0.1967613
202,296,0.1697043
205,296,0.1734231
208,296,0.1739258
211,296,0.1753924
214,296,0.1424041
217,296,0.1769352
220,296,0.1567285
223,296,0.1723846
226,296,0.1676903
229,296,0.1665909
232,296,0.1700417
235,296,0.1779187
238,296,0.1779789
241,296,0.1779894
244,296,0.1779661
247,296,0.159865
250,296,0.145165
253,296,0.1443165
256,296,0.1439838
259,296,0.145684
262,296,0.1463239
265,296,0.1358176
268,296,0.1437231
271,296,0.1164902
274,296,0.1161376
277,296,0.1244318
280,296,0.1268519
283,296,0.1236482
286,296,0.1244682
289,296,0.121874
292,296,0.1292617
295,296,0.1297015
298,296,0.1299259
100,299,0.1188851
103,299,0.05030321
106,299,0.02291783
109,299,0.02778048
112,299,0.05785675
115,299,0.05883495
118,299,0.107032
121,299,0.09082914
124,299,0.1378822
127,299,0.1488063
130,299,0.1556786
133,299,0.1822354
136,299,0.1879852
139,299,0.1850626
142,299,0.1644229
145,299,0.2005451
148,299,0.1907954
151,299,0.1858248
154,299,0.1890128
157,299,0.212113
160,299,0.1453326
163,299,0.194688
166,299,0.187289
169,299,0.205591
172,299,0.1999748
175,299,0.2006161
178,299,0.2009387
181,299,0.2048367
184,299,0.2024771
187,299,0.2063679
190,299,0.2080553
193,299,0.1977674
196,299,0.1896368
199,299,0.1913742
202,299,0.1934589
205,299,0.1959356
208,299,0.1981472
211,299,0.1997432
214,299,0.1740115
217,299,0.209499
220,299,0.1956803
223,299,0.1715931
226,299,0.1705853
229,299,0.1831087
232,299,0.2038282
235,299,0.2038697
238,299,0.2038746
241,299,0.2038768
244,299,0.1947669
247,299,0.1988644
250,299,0.1771215
253,299,0.1880626
256,299,0.2020893
259,299,0.1984555
262,299,0.1811232
265,299,0.1593969
268,299,0.1769362
271,299,0.1633511
274,299,0.1304043
277,299,0.1581863
280,299,0.1658757
283,299,0.1635392
286,299,0.1586329
289,299,0.1574797
292,299,0.1621004
295,299,0.1625683
298,299,0.1626216
100,302,0.09846753
103,302,0.02256579
106,302,0.01476299
109,302,0.007436153
112,302,0.05999342
115,302,0.01501868
118,302,0.07798571
121,302,0.05521208
124,302,0.1076035
127,302,0.1285881
130,302,0.1095591
133,302,0.1624846
136,302,0.1336205
139,302,0.1807975
142,302,0.1880265
145,302,0.2184157
148,302,0.2165239
151,302,0.1892719
154,302,0.1495086
157,302,0.1431139
160,302,0.109764
163,302,0.1430991
166,302,0.1504015
169,302,0.1982943
172,302,0.170896
175,302,0.1988374
178,302,0.214434
181,302,0.2233383
184,302,0.225975
187,302,0.2260459
190,302,0.215061
193,302,0.2218078
196,302,0.2017918
199,302,0.1954557
202,302,0.1668279
205,302,0.1814663
208,302,0.1820384
211,302,0.1817825
214,302,0.1989911
217,302,0.1946477
220,302,0.1878533
223,302,0.1786318
226,302,0.1879675
229,302,0.2060047
232,302,0.2004309
235,302,0.2074559
238,302,0.209338
241,302,0.2013858
244,302,0.1961143
247,302,0.1903181
250,302,0.1815056
253,302,0.1735059
256,302,0.1744138
259,302,0.1779077
262,302,0.1753231
265,302,0.1739368
268,302,0.1755228
271,302,0.166564
274,302,0.1144995
277,302,0.1631788
280,302,0.1624811
283,302,0.1395538
286,302,0.1161903
289,302,0.1238922
292,302,0.07727301
295,302,0.1037159
298,302,0.07874636
